author_openalex_id,topic,period_a_from,period_a_to,period_b_from,period_b_to,pubs_a,pubs_b,cites_a,cites_b,label
A5043397392,Nonlinear Optical Materials Research,1970,2014,2015,2026,0,1,0,5,Emerging
A5043397392,Organic Chemistry Cycloaddition Reactions,1970,2014,2015,2026,0,1,0,5,Emerging
A5043397392,Organic Electronics and Photovoltaics,1970,2014,2015,2026,0,1,0,5,Emerging
A5043397392,Photochemistry and Electron Transfer Studies,1970,2014,2015,2026,0,1,0,5,Emerging
A5043411736,Acoustic Wave Resonator Technologies,1970,2014,2015,2026,0,1,0,2,Emerging
A5043411736,Photorefractive and Nonlinear Optics,1970,2014,2015,2026,0,1,0,2,Emerging
A5043411736,Solid-state spectroscopy and crystallography,1970,2014,2015,2026,0,1,0,2,Emerging
A5043423319,Conducting polymers and applications,1970,2014,2015,2026,1,0,29,0,Declining
A5043423319,Organic Light-Emitting Diodes Research,1970,2014,2015,2026,1,0,29,0,Declining
A5043423319,Photochemistry and Electron Transfer Studies,1970,2014,2015,2026,1,0,29,0,Declining
A5043437907,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,2,0,46,0,Declining
A5043437907,Hydrocarbon exploration and reservoir analysis,1970,2014,2015,2026,2,0,46,0,Declining
A5043437907,Reservoir Engineering and Simulation Methods,1970,2014,2015,2026,2,0,46,0,Declining
A5043449144,Integrated Circuits and Semiconductor Failure Analysis,1970,2014,2015,2026,1,0,0,0,Declining
A5043449144,Ion-surface interactions and analysis,1970,2014,2015,2026,1,0,0,0,Declining
A5043449144,Silicon and Solar Cell Technologies,1970,2014,2015,2026,1,0,0,0,Declining
A5043551380,Advanced Cellulose Research Studies,1970,2014,2015,2026,1,0,17,0,Declining
A5043551380,Advanced Sensor and Energy Harvesting Materials,1970,2014,2015,2026,1,0,17,0,Declining
A5043551380,Surface Modification and Superhydrophobicity,1970,2014,2015,2026,1,0,17,0,Declining
A5043552696,Advanced MIMO Systems Optimization,1970,2014,2015,2026,0,5,0,8,Emerging
A5043552696,Advanced Wireless Network Optimization,1970,2014,2015,2026,0,2,0,3,Emerging
A5043552696,Cooperative Communication and Network Coding,1970,2014,2015,2026,0,2,0,5,Emerging
A5043552696,Energy Harvesting in Wireless Networks,1970,2014,2015,2026,0,1,0,1,Emerging
A5043552696,Full-Duplex Wireless Communications,1970,2014,2015,2026,0,2,0,4,Emerging
A5043552696,Wireless Communication Networks Research,1970,2014,2015,2026,0,2,0,3,Emerging
A5043552696,Wireless Networks and Protocols,1970,2014,2015,2026,0,1,0,0,Emerging
A5043578051,Concrete and Cement Materials Research,1970,2014,2015,2026,0,1,0,7,Emerging
A5043578051,Innovations in Concrete and Construction Materials,1970,2014,2015,2026,0,1,0,7,Emerging
A5043578051,Innovative concrete reinforcement materials,1970,2014,2015,2026,0,1,0,7,Emerging
A5043609728,Archaeology and ancient environmental studies,1970,2014,2015,2026,2,0,208,0,Declining
A5043609728,Geology and Paleoclimatology Research,1970,2014,2015,2026,1,0,151,0,Declining
A5043609728,Marine and environmental studies,1970,2014,2015,2026,2,0,208,0,Declining
A5043609728,Soil and Environmental Studies,1970,2014,2015,2026,1,0,57,0,Declining
A5043615456,Geology and Paleoclimatology Research,1970,2014,2015,2026,1,0,126,0,Declining
A5043615456,Marine and environmental studies,1970,2014,2015,2026,1,0,126,0,Declining
A5043615456,Soil and Environmental Studies,1970,2014,2015,2026,1,0,126,0,Declining
A5043625579,Semiconductor materials and devices,1970,2014,2015,2026,0,1,0,2,Emerging
A5043625579,Silicon Carbide Semiconductor Technologies,1970,2014,2015,2026,0,1,0,2,Emerging
A5043625579,Thin-Film Transistor Technologies,1970,2014,2015,2026,0,1,0,2,Emerging
A5043657053,Drilling and Well Engineering,1970,2014,2015,2026,1,0,7,0,Declining
A5043657053,NMR spectroscopy and applications,1970,2014,2015,2026,1,0,7,0,Declining
A5043657053,Petroleum Processing and Analysis,1970,2014,2015,2026,1,0,7,0,Declining
A5043674730,Advanced Chemical Physics Studies,1970,2014,2015,2026,1,0,3,0,Declining
A5043674730,Photochemistry and Electron Transfer Studies,1970,2014,2015,2026,2,0,24,0,Declining
A5043674730,Photochromic and Fluorescence Chemistry,1970,2014,2015,2026,1,0,21,0,Declining
A5043674730,Photoreceptor and optogenetics research,1970,2014,2015,2026,1,0,21,0,Declining
A5043674730,Spectroscopy and Quantum Chemical Studies,1970,2014,2015,2026,1,0,3,0,Declining
A5043679437,3D IC and TSV technologies,1970,2014,2015,2026,0,2,0,3,Emerging
A5043679437,Advanced ceramic materials synthesis,1970,2014,2015,2026,0,2,0,3,Emerging
A5043679437,Electronic Packaging and Soldering Technologies,1970,2014,2015,2026,0,2,0,3,Emerging
A5043698453,Advanced MRI Techniques and Applications,1970,2014,2015,2026,0,1,0,70,Emerging
A5043698453,Hydrocarbon exploration and reservoir analysis,1970,2014,2015,2026,0,1,0,70,Emerging
A5043698453,NMR spectroscopy and applications,1970,2014,2015,2026,0,1,0,70,Emerging
A5043707638,Innovative Microfluidic and Catalytic Techniques Innovation,1970,2014,2015,2026,1,0,0,0,Declining
A5043707638,Microfluidic and Bio-sensing Technologies,1970,2014,2015,2026,1,0,0,0,Declining
A5043707638,Microfluidic and Capillary Electrophoresis Applications,1970,2014,2015,2026,1,0,0,0,Declining
A5043716768,earthquake and tectonic studies,1970,2014,2015,2026,0,2,0,3,Emerging
A5043716768,Geochemistry and Geochronology of Asian Mineral Deposits,1970,2014,2015,2026,0,1,0,4,Emerging
A5043716768,Geochemistry and Geologic Mapping,1970,2014,2015,2026,0,2,0,6,Emerging
A5043716768,Geological and Geochemical Analysis,1970,2014,2015,2026,0,3,0,7,Emerging
A5043716768,Geological and Geophysical Studies,1970,2014,2015,2026,0,1,0,1,Emerging
A5043721868,Biochemical and Molecular Research,1970,2014,2015,2026,1,0,6,0,Declining
A5043721868,HIV Research and Treatment,1970,2014,2015,2026,1,0,6,0,Declining
A5043721868,HIV/AIDS drug development and treatment,1970,2014,2015,2026,1,0,6,0,Declining
A5043722405,Pharmaceutical and Antibiotic Environmental Impacts,1970,2014,2015,2026,0,1,0,0,Emerging
A5043722405,Wastewater Treatment and Reuse,1970,2014,2015,2026,0,1,0,0,Emerging
A5043722405,Water Quality and Pollution Assessment,1970,2014,2015,2026,0,1,0,0,Emerging
A5043723269,Bauxite Residue and Utilization,1970,2014,2015,2026,0,1,0,1,Emerging
A5043723269,Drilling and Well Engineering,1970,2014,2015,2026,0,15,0,346,Emerging
A5043723269,Endodontics and Root Canal Treatments,1970,2014,2015,2026,0,2,0,30,Emerging
A5043723269,Enhanced Oil Recovery Techniques,1970,2014,2015,2026,0,2,0,13,Emerging
A5043723269,Geotechnical and Geomechanical Engineering,1970,2014,2015,2026,0,1,0,6,Emerging
A5043723269,"Grouting, Rheology, and Soil Mechanics",1970,2014,2015,2026,0,1,0,6,Emerging
A5043723269,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,0,16,0,352,Emerging
A5043723269,Mineral Processing and Grinding,1970,2014,2015,2026,0,2,0,53,Emerging
A5043723269,Minerals Flotation and Separation Techniques,1970,2014,2015,2026,0,1,0,34,Emerging
A5043723269,Oil and Gas Production Techniques,1970,2014,2015,2026,0,3,0,10,Emerging
A5043723269,Reservoir Engineering and Simulation Methods,1970,2014,2015,2026,0,4,0,27,Emerging
A5043723269,Rock Mechanics and Modeling,1970,2014,2015,2026,0,1,0,16,Emerging
A5043723269,Tunneling and Rock Mechanics,1970,2014,2015,2026,0,6,0,185,Emerging
A5043731569,Optical properties and cooling technologies in crystalline materials,1970,2014,2015,2026,0,1,0,212,Emerging
A5043731569,Perovskite Materials and Applications,1970,2014,2015,2026,0,1,0,212,Emerging
A5043731569,Quantum Dots Synthesis And Properties,1970,2014,2015,2026,0,1,0,212,Emerging
A5043761057,Advanced Fluorescence Microscopy Techniques,1970,2014,2015,2026,1,0,16,0,Declining
A5043761057,Luminescence and Fluorescent Materials,1970,2014,2015,2026,0,1,0,5,Emerging
A5043761057,Organic Chemistry Cycloaddition Reactions,1970,2014,2015,2026,1,1,46,2,Declining
A5043761057,Photochemistry and Electron Transfer Studies,1970,2014,2015,2026,0,1,0,5,Emerging
A5043761057,Photochromic and Fluorescence Chemistry,1970,2014,2015,2026,1,3,46,18,Declining
A5043761057,Photoreceptor and optogenetics research,1970,2014,2015,2026,1,2,16,16,Growing priority
A5043761057,Photosynthetic Processes and Mechanisms,1970,2014,2015,2026,1,0,16,0,Declining
A5043761057,Porphyrin and Phthalocyanine Chemistry,1970,2014,2015,2026,1,1,46,5,Declining
A5043761057,Radical Photochemical Reactions,1970,2014,2015,2026,0,1,0,2,Emerging
A5043761057,Synthesis and Properties of Aromatic Compounds,1970,2014,2015,2026,0,2,0,16,Emerging
A5043763586,Advanced biosensing and bioanalysis techniques,1970,2014,2015,2026,0,1,0,5,Emerging
A5043763586,Cell Adhesion Molecules Research,1970,2014,2015,2026,0,1,0,5,Emerging
A5043763586,Extracellular vesicles in disease,1970,2014,2015,2026,0,1,0,5,Emerging
A5043766129,High-pressure geophysics and materials,1970,2014,2015,2026,0,1,0,12,Emerging
A5043766129,Seismic Imaging and Inversion Techniques,1970,2014,2015,2026,0,1,0,12,Emerging
A5043766129,Seismic Waves and Analysis,1970,2014,2015,2026,0,1,0,12,Emerging
A5043766972,Advanced Mathematical Modeling in Engineering,1970,2014,2015,2026,1,0,72,0,Declining
A5043766972,Advanced Multi-Objective Optimization Algorithms,1970,2014,2015,2026,1,0,15,0,Declining
A5043766972,Advanced Numerical Methods in Computational Mathematics,1970,2014,2015,2026,2,0,220,0,Declining
A5043766972,"Aging, Elder Care, and Social Issues",1970,2014,2015,2026,1,0,1,0,Declining
A5043766972,Groundwater flow and contamination studies,1970,2014,2015,2026,1,0,16,0,Declining
A5043766972,"Health, Medicine and Society",1970,2014,2015,2026,1,0,1,0,Declining
A5043766972,Hermeneutics and Narrative Identity,1970,2014,2015,2026,1,0,1,0,Declining
A5043766972,Mathematical Approximation and Integration,1970,2014,2015,2026,2,0,164,0,Declining
A5043766972,Probabilistic and Robust Engineering Design,1970,2014,2015,2026,4,0,251,0,Declining
A5043766972,Wind and Air Flow Studies,1970,2014,2015,2026,1,0,15,0,Declining
A5043780595,Lanthanide and Transition Metal Complexes,1970,2014,2015,2026,0,1,0,79,Emerging
A5043780595,Magnetism in coordination complexes,1970,2014,2015,2026,0,1,0,79,Emerging
A5043780595,Metal-Organic Frameworks: Synthesis and Applications,1970,2014,2015,2026,0,1,0,79,Emerging
A5043787680,Electrochemical Analysis and Applications,1970,2014,2015,2026,0,1,0,0,Emerging
A5043787680,Electrostatics and Colloid Interactions,1970,2014,2015,2026,0,1,0,0,Emerging
A5043787680,Geophysical and Geoelectrical Methods,1970,2014,2015,2026,0,1,0,0,Emerging
A5043791888,Calcium Carbonate Crystallization and Inhibition,1970,2014,2015,2026,1,0,38,0,Declining
A5043791888,CO2 Sequestration and Geologic Interactions,1970,2014,2015,2026,1,0,38,0,Declining
A5043791888,Microbial Applications in Construction Materials,1970,2014,2015,2026,1,0,38,0,Declining
A5043793498,Groundwater and Isotope Geochemistry,1970,2014,2015,2026,0,1,0,42,Emerging
A5043793498,Water resources management and optimization,1970,2014,2015,2026,0,1,0,42,Emerging
A5043793498,Water-Energy-Food Nexus Studies,1970,2014,2015,2026,0,1,0,42,Emerging
A5043850696,Asymmetric Synthesis and Catalysis,1970,2014,2015,2026,2,0,37,0,Declining
A5043850696,Axial and Atropisomeric Chirality Synthesis,1970,2014,2015,2026,2,0,37,0,Declining
A5043850696,Coordination Chemistry and Organometallics,1970,2014,2015,2026,2,0,37,0,Declining
A5043852271,Algal biology and biofuel production,1970,2014,2015,2026,0,1,0,0,Emerging
A5043852271,Diatoms and Algae Research,1970,2014,2015,2026,0,1,0,0,Emerging
A5043852271,Marine Biology and Ecology Research,1970,2014,2015,2026,0,1,0,0,Emerging
A5043852271,Paleontology and Stratigraphy of Fossils,1970,2014,2015,2026,0,1,0,0,Emerging
A5043852271,Polar Research and Ecology,1970,2014,2015,2026,0,2,0,0,Emerging
A5043865545,Agriculture and Biological Studies,1970,2014,2015,2026,0,1,0,0,Emerging
A5043865545,Silkworms and Sericulture Research,1970,2014,2015,2026,0,1,0,0,Emerging
A5043875739,Luminescence and Fluorescent Materials,1970,2014,2015,2026,0,1,0,33,Emerging
A5043875739,Organic Light-Emitting Diodes Research,1970,2014,2015,2026,0,1,0,33,Emerging
A5043875739,Photochemistry and Electron Transfer Studies,1970,2014,2015,2026,0,1,0,33,Emerging
A5043876206,Enhanced Oil Recovery Techniques,1970,2014,2015,2026,0,10,0,111,Emerging
A5043876206,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,0,10,0,111,Emerging
A5043876206,Hydrocarbon exploration and reservoir analysis,1970,2014,2015,2026,0,8,0,39,Emerging
A5043876206,Petroleum Processing and Analysis,1970,2014,2015,2026,0,1,0,69,Emerging
A5043876206,Reservoir Engineering and Simulation Methods,1970,2014,2015,2026,0,1,0,3,Emerging
A5043881333,CO2 Sequestration and Geologic Interactions,1970,2014,2015,2026,0,1,0,62,Emerging
A5043881333,Enhanced Oil Recovery Techniques,1970,2014,2015,2026,0,1,0,62,Emerging
A5043881333,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,0,1,0,62,Emerging
A5043902758,Geochemistry and Geologic Mapping,1970,2014,2015,2026,0,1,0,53,Emerging
A5043902758,Geological and Geochemical Analysis,1970,2014,2015,2026,0,1,0,53,Emerging
A5043902758,High-pressure geophysics and materials,1970,2014,2015,2026,0,1,0,53,Emerging
A5043908853,Concrete and Cement Materials Research,1970,2014,2015,2026,0,1,0,81,Emerging
A5043908853,"Grouting, Rheology, and Soil Mechanics",1970,2014,2015,2026,0,1,0,81,Emerging
A5043908853,Landfill Environmental Impact Studies,1970,2014,2015,2026,0,1,0,81,Emerging
A5043911910,Geotechnical Engineering and Analysis,1970,2014,2015,2026,0,1,0,3,Emerging
A5043911910,Geotechnical Engineering and Underground Structures,1970,2014,2015,2026,0,1,0,3,Emerging
A5043911910,Rock Mechanics and Modeling,1970,2014,2015,2026,0,1,0,3,Emerging
A5043930874,Atmospheric and Environmental Gas Dynamics,1970,2014,2015,2026,0,1,0,10,Emerging
A5043930874,Groundwater and Isotope Geochemistry,1970,2014,2015,2026,0,1,0,10,Emerging
A5043930874,Groundwater flow and contamination studies,1970,2014,2015,2026,0,1,0,10,Emerging
A5043946407,Geophysical and Geoelectrical Methods,1970,2014,2015,2026,1,0,0,0,Declining
A5043946407,Reservoir Engineering and Simulation Methods,1970,2014,2015,2026,1,0,0,0,Declining
A5043946407,Seismic Imaging and Inversion Techniques,1970,2014,2015,2026,1,0,0,0,Declining
A5043958071,Geochemistry and Elemental Analysis,1970,2014,2015,2026,0,1,0,5,Emerging
A5043958071,Geological and Geochemical Analysis,1970,2014,2015,2026,0,1,0,5,Emerging
A5043958071,Paleontology and Stratigraphy of Fossils,1970,2014,2015,2026,0,1,0,5,Emerging
A5043967449,Atmospheric and Environmental Gas Dynamics,1970,2014,2015,2026,1,0,49,0,Declining
A5043967449,"Fish biology, ecology, and behavior",1970,2014,2015,2026,1,0,23,0,Declining
A5043967449,Groundwater and Isotope Geochemistry,1970,2014,2015,2026,1,0,23,0,Declining
A5043967449,Isotope Analysis in Ecology,1970,2014,2015,2026,1,0,23,0,Declining
A5043967449,Marine and coastal ecosystems,1970,2014,2015,2026,1,0,49,0,Declining
A5043967449,Soil and Water Nutrient Dynamics,1970,2014,2015,2026,1,0,49,0,Declining
A5043981121,CO2 Sequestration and Geologic Interactions,1970,2014,2015,2026,0,1,0,14,Emerging
A5043981121,Enhanced Oil Recovery Techniques,1970,2014,2015,2026,0,1,0,14,Emerging
A5043981121,Hydrocarbon exploration and reservoir analysis,1970,2014,2015,2026,0,1,0,14,Emerging
A5043984228,Geochemistry and Elemental Analysis,1970,2014,2015,2026,0,1,0,6,Emerging
A5043984228,Geochemistry and Geologic Mapping,1970,2014,2015,2026,0,1,0,0,Emerging
A5043984228,Geological formations and processes,1970,2014,2015,2026,0,2,0,6,Emerging
A5043984228,Hydrocarbon exploration and reservoir analysis,1970,2014,2015,2026,0,1,0,0,Emerging
A5043984228,Paleontology and Stratigraphy of Fossils,1970,2014,2015,2026,0,1,0,6,Emerging
A5044013573,Agriculture and Biological Studies,1970,2014,2015,2026,0,1,0,0,Emerging
A5044013573,Silkworms and Sericulture Research,1970,2014,2015,2026,0,1,0,0,Emerging
A5044018957,Diabetes Management and Research,1970,2014,2015,2026,0,1,0,2,Emerging
A5044018957,Diabetes Treatment and Management,1970,2014,2015,2026,0,1,0,2,Emerging
A5044018957,Pancreatic function and diabetes,1970,2014,2015,2026,0,1,0,2,Emerging
A5044021306,Advanced Nanomaterials in Catalysis,1970,2014,2015,2026,0,1,0,91,Emerging
A5044021306,Alzheimer's disease research and treatments,1970,2014,2015,2026,0,1,0,91,Emerging
A5044021306,Crystallization and Solubility Studies,1970,2014,2015,2026,0,1,0,0,Emerging
A5044021306,Nanocluster Synthesis and Applications,1970,2014,2015,2026,0,1,0,91,Emerging
A5044021306,Optical properties and cooling technologies in crystalline materials,1970,2014,2015,2026,0,1,0,162,Emerging
A5044021306,Perovskite Materials and Applications,1970,2014,2015,2026,0,1,0,162,Emerging
A5044021306,Solid-state spectroscopy and crystallography,1970,2014,2015,2026,0,1,0,162,Emerging
A5044021306,X-ray Diffraction in Crystallography,1970,2014,2015,2026,0,1,0,0,Emerging
A5044024088,Body Image and Dysmorphia Studies,1970,2014,2015,2026,0,1,0,0,Emerging
A5044024088,Empathy and Medical Education,1970,2014,2015,2026,0,1,0,0,Emerging
A5044024088,Mental Health and Psychiatry,1970,2014,2015,2026,0,1,0,0,Emerging
A5044029926,Geochemistry and Geologic Mapping,1970,2014,2015,2026,0,1,0,0,Emerging
A5044029926,Geological Modeling and Analysis,1970,2014,2015,2026,0,1,0,0,Emerging
A5044029926,Image Processing and 3D Reconstruction,1970,2014,2015,2026,0,1,0,0,Emerging
A5044055562,Geochemistry and Elemental Analysis,1970,2014,2015,2026,0,1,0,5,Emerging
A5044055562,Geology and Paleoclimatology Research,1970,2014,2015,2026,0,1,0,5,Emerging
A5044055562,Hydrocarbon exploration and reservoir analysis,1970,2014,2015,2026,0,1,0,5,Emerging
A5044066418,Semiconductor materials and devices,1970,2014,2015,2026,0,1,0,2,Emerging
A5044066418,Silicon Carbide Semiconductor Technologies,1970,2014,2015,2026,0,1,0,2,Emerging
A5044066418,Thin-Film Transistor Technologies,1970,2014,2015,2026,0,1,0,2,Emerging
A5044098030,Environmental Toxicology and Ecotoxicology,1970,2014,2015,2026,1,0,42,0,Declining
A5044098030,Fish Biology and Ecology Studies,1970,2014,2015,2026,1,0,42,0,Declining
A5044108299,Occupational Health and Safety Research,1970,2014,2015,2026,0,1,0,20,Emerging
A5044108299,Risk and Safety Analysis,1970,2014,2015,2026,0,1,0,20,Emerging
A5044108299,Structural Integrity and Reliability Analysis,1970,2014,2015,2026,0,1,0,20,Emerging
A5044117230,Geochemistry and Geologic Mapping,1970,2014,2015,2026,0,1,0,8,Emerging
A5044117230,Hydrocarbon exploration and reservoir analysis,1970,2014,2015,2026,0,1,0,8,Emerging
A5044117230,Paleontology and Stratigraphy of Fossils,1970,2014,2015,2026,0,1,0,8,Emerging
A5044124310,Advanced Chemical Physics Studies,1970,2014,2015,2026,0,1,0,32,Emerging
A5044124310,Photochemistry and Electron Transfer Studies,1970,2014,2015,2026,0,1,0,32,Emerging
A5044124310,Spectroscopy and Quantum Chemical Studies,1970,2014,2015,2026,0,1,0,32,Emerging
A5044131638,Coal and Its By-products,1970,2014,2015,2026,0,1,0,12,Emerging
A5044131638,Heavy metals in environment,1970,2014,2015,2026,0,1,0,12,Emerging
A5044131638,Mercury impact and mitigation studies,1970,2014,2015,2026,0,1,0,12,Emerging
A5044150696,Atmospheric and Environmental Gas Dynamics,1970,2014,2015,2026,0,1,0,28,Emerging
A5044150696,Hydrocarbon exploration and reservoir analysis,1970,2014,2015,2026,0,1,0,28,Emerging
A5044150696,Mass Spectrometry Techniques and Applications,1970,2014,2015,2026,0,1,0,26,Emerging
A5044150696,Microbial bioremediation and biosurfactants,1970,2014,2015,2026,0,2,0,40,Emerging
A5044150696,Microbial Community Ecology and Physiology,1970,2014,2015,2026,0,1,0,14,Emerging
A5044150696,Oil Spill Detection and Mitigation,1970,2014,2015,2026,0,1,0,0,Emerging
A5044150696,Pesticide and Herbicide Environmental Studies,1970,2014,2015,2026,0,1,0,14,Emerging
A5044150696,Petroleum Processing and Analysis,1970,2014,2015,2026,0,1,0,28,Emerging
A5044150696,Radioactive element chemistry and processing,1970,2014,2015,2026,0,1,0,26,Emerging
A5044152673,Atmospheric and Environmental Gas Dynamics,1970,2014,2015,2026,0,1,0,44,Emerging
A5044152673,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,0,1,0,44,Emerging
A5044152673,Hydrocarbon exploration and reservoir analysis,1970,2014,2015,2026,0,1,0,44,Emerging
A5044157820,Drilling and Well Engineering,1970,2014,2015,2026,1,0,21,0,Declining
A5044157820,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,1,0,21,0,Declining
A5044157820,Landslides and related hazards,1970,2014,2015,2026,1,0,21,0,Declining
A5044184192,Advanced Numerical Methods in Computational Mathematics,1970,2014,2015,2026,0,1,0,8,Emerging
A5044184192,Dam Engineering and Safety,1970,2014,2015,2026,0,1,0,6,Emerging
A5044184192,Distributed and Parallel Computing Systems,1970,2014,2015,2026,0,1,0,8,Emerging
A5044184192,Groundwater flow and contamination studies,1970,2014,2015,2026,0,1,0,6,Emerging
A5044184192,Karst Systems and Hydrogeology,1970,2014,2015,2026,0,1,0,6,Emerging
A5044184192,Reservoir Engineering and Simulation Methods,1970,2014,2015,2026,0,1,0,8,Emerging
A5044201523,Astro and Planetary Science,1970,2014,2015,2026,0,1,0,27,Emerging
A5044201523,Evacuation and Crowd Dynamics,1970,2014,2015,2026,1,0,2,0,Declining
A5044201523,Geology and Paleoclimatology Research,1970,2014,2015,2026,1,0,13,0,Declining
A5044201523,Granular flow and fluidized beds,1970,2014,2015,2026,3,2,28,29,Declining
A5044201523,High-pressure geophysics and materials,1970,2014,2015,2026,1,0,13,0,Declining
A5044201523,Landslides and related hazards,1970,2014,2015,2026,1,1,2,2,Growing priority
A5044201523,Material Dynamics and Properties,1970,2014,2015,2026,1,1,13,27,Growing priority
A5044201523,Particle Dynamics in Fluid Flows,1970,2014,2015,2026,0,1,0,2,Emerging
A5044201523,Pickering emulsions and particle stabilization,1970,2014,2015,2026,1,0,13,0,Declining
A5044201948,Carbon Dioxide Capture Technologies,1970,2014,2015,2026,0,1,0,7,Emerging
A5044201948,CO2 Sequestration and Geologic Interactions,1970,2014,2015,2026,0,1,0,7,Emerging
A5044201948,Global Energy and Sustainability Research,1970,2014,2015,2026,0,1,0,7,Emerging
A5044218213,Anaerobic Digestion and Biogas Production,1970,2014,2015,2026,0,1,0,3,Emerging
A5044218213,Constructed Wetlands for Wastewater Treatment,1970,2014,2015,2026,0,1,0,3,Emerging
A5044218213,Enhanced Oil Recovery Techniques,1970,2014,2015,2026,0,1,0,4,Emerging
A5044218213,Groundwater and Isotope Geochemistry,1970,2014,2015,2026,0,1,0,25,Emerging
A5044218213,Hydrocarbon exploration and reservoir analysis,1970,2014,2015,2026,0,1,0,4,Emerging
A5044218213,Membrane Separation Technologies,1970,2014,2015,2026,0,1,0,12,Emerging
A5044218213,Microbial Fuel Cells and Bioremediation,1970,2014,2015,2026,0,1,0,12,Emerging
A5044218213,Petroleum Processing and Analysis,1970,2014,2015,2026,0,1,0,4,Emerging
A5044218213,Wastewater Treatment and Nitrogen Removal,1970,2014,2015,2026,0,2,0,15,Emerging
A5044218213,Wastewater Treatment and Reuse,1970,2014,2015,2026,0,1,0,25,Emerging
A5044218213,Water resources management and optimization,1970,2014,2015,2026,0,1,0,25,Emerging
A5044229342,Electronic and Structural Properties of Oxides,1970,2014,2015,2026,0,1,0,67,Emerging
A5044229342,Perovskite Materials and Applications,1970,2014,2015,2026,0,1,0,67,Emerging
A5044229342,Solid-state spectroscopy and crystallography,1970,2014,2015,2026,0,1,0,67,Emerging
A5044235421,Atmospheric and Environmental Gas Dynamics,1970,2014,2015,2026,0,3,0,10,Emerging
A5044235421,Drilling and Well Engineering,1970,2014,2015,2026,0,3,0,10,Emerging
A5044235421,Enhanced Oil Recovery Techniques,1970,2014,2015,2026,0,2,0,31,Emerging
A5044235421,Geochemistry and Elemental Analysis,1970,2014,2015,2026,0,1,0,4,Emerging
A5044235421,Geochemistry and Geologic Mapping,1970,2014,2015,2026,0,10,0,34,Emerging
A5044235421,Geological and Geochemical Analysis,1970,2014,2015,2026,0,2,0,37,Emerging
A5044235421,Geological and Geophysical Studies,1970,2014,2015,2026,0,16,0,137,Emerging
A5044235421,Geological and Geophysical Studies Worldwide,1970,2014,2015,2026,0,1,0,0,Emerging
A5044235421,Geological formations and processes,1970,2014,2015,2026,0,11,0,108,Emerging
A5044235421,Geology and Paleoclimatology Research,1970,2014,2015,2026,0,7,0,91,Emerging
A5044235421,Geotechnical and Geomechanical Engineering,1970,2014,2015,2026,0,1,0,7,Emerging
A5044235421,Global Energy and Sustainability Research,1970,2014,2015,2026,0,1,0,0,Emerging
A5044235421,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,0,8,0,106,Emerging
A5044235421,Hydrocarbon exploration and reservoir analysis,1970,2014,2015,2026,0,30,0,251,Emerging
A5044235421,Hydrology and Sediment Transport Processes,1970,2014,2015,2026,0,1,0,12,Emerging
A5044235421,Hydrology and Watershed Management Studies,1970,2014,2015,2026,0,1,0,12,Emerging
A5044235421,Isotope Analysis in Ecology,1970,2014,2015,2026,0,2,0,24,Emerging
A5044235421,Marine and coastal ecosystems,1970,2014,2015,2026,0,1,0,24,Emerging
A5044235421,Marine and environmental studies,1970,2014,2015,2026,0,3,0,13,Emerging
A5044235421,Marine and fisheries research,1970,2014,2015,2026,0,1,0,0,Emerging
A5044235421,Marine Biology and Ecology Research,1970,2014,2015,2026,0,5,0,35,Emerging
A5044235421,Marine Toxins and Detection Methods,1970,2014,2015,2026,0,1,0,0,Emerging
A5044235421,Methane Hydrates and Related Phenomena,1970,2014,2015,2026,0,5,0,23,Emerging
A5044235421,Mineral Processing and Grinding,1970,2014,2015,2026,0,3,0,2,Emerging
A5044235421,NMR spectroscopy and applications,1970,2014,2015,2026,0,2,0,28,Emerging
A5044235421,Paleontology and Stratigraphy of Fossils,1970,2014,2015,2026,0,12,0,124,Emerging
A5044235421,Petroleum Processing and Analysis,1970,2014,2015,2026,0,1,0,4,Emerging
A5044235421,Radioactive element chemistry and processing,1970,2014,2015,2026,0,1,0,4,Emerging
A5044235421,Reservoir Engineering and Simulation Methods,1970,2014,2015,2026,0,2,0,3,Emerging
A5044235421,Rock Mechanics and Modeling,1970,2014,2015,2026,0,2,0,3,Emerging
A5044235421,Seismic Imaging and Inversion Techniques,1970,2014,2015,2026,0,2,0,5,Emerging
A5044235421,Soil Geostatistics and Mapping,1970,2014,2015,2026,0,1,0,0,Emerging
A5044235421,Spectroscopy and Chemometric Analyses,1970,2014,2015,2026,0,1,0,0,Emerging
A5044235421,Tunneling and Rock Mechanics,1970,2014,2015,2026,0,1,0,7,Emerging
A5044235421,X-ray Diffraction in Crystallography,1970,2014,2015,2026,0,1,0,0,Emerging
A5044235421,X-ray Spectroscopy and Fluorescence Analysis,1970,2014,2015,2026,0,1,0,0,Emerging
A5044263376,Hydraulic Fracturing and Reservoir Analysis,1970,2014,2015,2026,1,0,29,0,Declining
